SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,FLOORSMAX_AVG,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
188909,0.0,0.0,0.0,0.0,6.0,3.0,4.0,5.0,1.0,8.0,3.0,57.0,1.0,0.0,4.0,0.0,1.36,0.1475522,-0.4305279,-0.7346304,-0.93312234,148.30312,-1.0468965,-0.37689027,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03212203,-1.6161708,9.0,0.0,0.0,-16.705883,0.0,0.0,0.0,-0.2662037,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
347275,0.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,3.0,0.0,38.0,2.0,0.0,5.0,2.0,5.36,1.135188,0.63022906,-0.23208447,-0.13857162,0.04896803,0.8090319,1.1492827,-6.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21079916,-0.9231527,15.0,0.0,0.0,2.0588236,0.5,0.0,0.0,0.028549382,-1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
250804,0.0,1.0,1.0,0.0,6.0,1.0,1.0,3.0,2.0,6.0,2.0,5.0,2.0,0.0,4.0,0.0,0.36,0.4835589,0.21638446,-0.044004932,0.62432915,0.15499797,0.71121675,1.0189996,6.0,0.0,0.0,0.0,1.0,-1.75,0.0,0.0,0.0,0.0,1.0,1.0,-0.13623747,-0.19642936,-1.4317131,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5324074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5
348749,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,5.0,8.0,2.0,55.0,2.0,0.0,4.0,1.0,-0.39,-0.68937343,-0.85856575,0.20233692,0.7620751,-0.3945771,0.014443734,0.4486235,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.1902682,-1.200049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58410496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231383,1.0,0.0,1.0,1.0,6.0,1.0,3.0,1.0,4.0,0.0,1.0,5.0,2.0,0.0,4.0,0.0,1.21,0.46685046,0.73854584,0.73489845,-0.9270676,-2.3124242,-1.4615595,-0.3179527,21.0,0.0,1.0,0.0,-1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80537474,0.65347373,-7.0,0.36,0.1666,64.44118,0.0,0.0,0.0,-0.8888889,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
119647,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,1.0,14.0,5.0,42.0,2.0,0.0,4.0,0.0,-1.14,-0.10959064,-0.39641434,0.6380983,0.4916747,0.11452853,0.28466952,-0.4633579,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.5641576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2013889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257374,0.0,0.0,0.0,1.0,6.0,3.0,4.0,1.0,2.0,8.0,5.0,57.0,2.0,0.0,5.0,0.0,1.61,0.49826232,0.4624004,0.07482446,-0.9471584,148.30312,-0.9854649,-0.36370686,0.0,0.0,1.0,0.0,1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.15351824,-0.094220184,0.0,-18.8,0.0,-0.0417,-5.2647057,0.0,0.0,0.0,-0.33487654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305211,0.0,0.0,0.0,1.0,6.0,3.0,1.0,1.0,1.0,8.0,1.0,57.0,2.0,0.0,5.0,0.0,0.11,0.57791144,-0.036354583,-0.11995497,-1.0630246,148.30312,0.10055764,-0.4699496,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.36784086,0.33751118,-0.6025934,-11.8,0.0,-0.0834,-15.705882,0.5,0.0,0.0,0.10725309,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5
153812,0.0,0.0,0.0,1.0,6.0,3.0,3.0,0.0,1.0,8.0,4.0,57.0,2.0,0.0,4.0,0.0,-0.69,-0.5356558,-0.50423306,-0.23208447,-1.1490299,148.30312,-1.7798702,-0.39162466,0.0,0.0,1.0,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8279016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084876545,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
149325,0.0,1.0,1.0,0.0,6.0,1.0,2.0,1.0,1.0,6.0,3.0,5.0,2.0,0.0,5.0,0.0,1.36,0.44863826,0.7584661,-0.5779064,0.8376221,0.1606637,0.011518421,0.3575029,0.0,1.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.19957381,0.5257479,-0.73539776,-36.8,0.0,-0.0417,-1.7647059,0.0,0.0,0.0,-0.27854937,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5
404667,0.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,5.0,14.0,0.0,42.0,2.0,0.0,4.0,1.0,-0.39,-0.018295739,0.5144422,-0.6188026,0.74102104,0.36139214,0.7121309,0.36021712,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.082433686,-0.8188442,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.58410496,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114238,0.0,0.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,8.0,2.0,57.0,2.0,0.0,4.0,1.0,1.11,-0.45203006,0.31499004,-0.11995497,0.9917435,148.30312,-0.7316939,0.78751457,-7.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.002203027,-1.6586852,-1.5713964,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.58410496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373414,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,1.0,14.0,5.0,5.0,2.0,0.0,5.0,0.0,-0.39,-0.32356724,-0.45791832,0.09985528,0.24274115,0.17644678,0.78654355,-0.09926328,0.0,0.0,0.0,0.0,1.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.18501337,-0.5790732,-0.80412185,-14.8,0.0,0.0,-8.676471,1.5,0.0,0.0,0.094135806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
188388,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,55.0,2.0,0.0,4.0,0.0,0.61,-0.024210526,1.3271912,0.9080774,-0.96766204,-0.04653986,0.62784535,-0.41295075,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.040913656,-1.5300575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.99691355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5
231929,0.0,0.0,1.0,1.0,6.0,7.0,4.0,1.0,1.0,8.0,2.0,16.0,2.0,0.0,4.0,1.0,-0.89,0.94905597,1.5244024,-0.38553894,0.6763451,0.15540268,-0.2901545,1.1143854,-7.0,0.0,0.0,0.0,-1.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,-0.18270454,-0.75999606,0.0,3.0,0.0,0.0,0.3529412,0.0,0.0,0.0,0.58410496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288831,0.0,0.0,0.0,1.0,5.0,7.0,4.0,0.0,1.0,14.0,5.0,51.0,2.0,0.0,0.0,2.0,0.26,-0.25658312,-0.2442729,-0.5507316,0.6811614,-0.12019426,0.4907213,0.0682435,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.15933722,0.28687596,-0.12308323,10.0,0.08,0.1875,4.0,0.0,0.0,0.0,-0.34953704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5
111556,0.0,1.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,8.0,6.0,5.0,2.0,0.0,4.0,2.0,1.86,0.7676023,0.3244522,0.5259688,-0.18508326,-0.058680695,0.20422342,1.0197752,14.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.2549667,0.08970646,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.58410496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
199643,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,1.0,0.0,5.0,26.0,2.0,0.0,4.0,2.0,-0.14,0.2997661,0.52913344,-0.19451144,0.29131693,-2.0760825,-0.39473444,-0.5323769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007944204,0.19263923,1.1987649,-3.0,0.0,0.0,-0.029411765,0.5,0.0,0.0,-0.12191358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
120657,0.0,0.0,0.0,1.0,6.0,7.0,1.0,1.0,1.0,8.0,0.0,7.0,2.0,0.0,4.0,2.0,0.61,0.37196323,1.750249,0.20233692,0.3649374,0.14811817,0.5724472,-0.82396275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08772012,-1.0135198,-0.8790152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35262346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
439579,1.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0,0.0,57.0,2.0,0.0,4.0,0.0,-0.14,-0.28502923,-0.3819721,0.0,-0.70648134,148.30312,-0.6203492,1.0329585,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40429235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49382716,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361223,0.0,0.0,0.0,1.0,6.0,3.0,1.0,1.0,1.0,8.0,5.0,57.0,2.0,0.0,4.0,0.0,0.36,0.009340017,-0.23281872,0.9080774,-0.9206,148.30312,-0.13273609,-0.51647925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5572199,0.6318681,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.07484568,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5
345983,0.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0,0.0,57.0,2.0,0.0,4.0,0.0,0.86,2.2212365,1.9180777,0.40424505,-0.90697676,148.30312,-0.35250023,-0.43854207,-5.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11660048,-0.22451204,-0.016372515,9.0,0.24,0.1666,32.735294,1.0,0.0,0.0,-0.3132716,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
284103,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,1.0,8.0,4.0,5.0,2.0,0.0,4.0,2.0,0.36,-0.5356558,-0.39442232,-0.65278447,0.18948673,-0.44354513,0.48724747,-0.587437,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027160324,-1.8660262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3117284,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
280677,0.0,0.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,8.0,5.0,30.0,2.0,0.0,4.0,1.0,-0.14,-0.5356558,-0.6954681,0.40424505,0.33769092,-0.2707406,0.1482768,0.015509888,55.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2038782,0.3557131,-0.114862844,24.8,0.12,0.1666,9.058824,0.0,0.0,0.0,-1.066358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378518,1.0,0.0,0.0,0.0,1.0,7.0,2.0,5.0,1.0,9.0,4.0,5.0,2.0,0.0,4.0,0.0,0.61,-0.20148705,-0.25747013,0.013453395,-0.016237788,-0.650344,-0.61486423,0.7289647,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.0,1.0,1.0,-0.021578604,-0.20875148,-1.1405524,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06944445,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
425522,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,1.0,14.0,0.0,51.0,2.0,0.0,4.0,0.0,0.035,-0.4938847,-0.67156374,0.6380983,-0.4590615,0.116552,0.68562025,0.23768903,0.0,1.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22296785,-0.18886368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16280864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
390314,0.0,0.0,0.0,1.0,6.0,3.0,4.0,0.0,1.0,8.0,2.0,57.0,2.0,0.0,4.0,0.0,0.91,0.5478864,-0.088396415,0.0,-0.80322003,148.30312,0.67135936,-0.25862738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19746411,0.36869177,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.24691358,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.5
160738,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,8.0,4.0,33.0,2.0,0.0,5.0,0.0,0.11,0.05849624,0.08889442,-0.7444927,0.57699186,-0.23067585,-0.13986653,0.26483133,-8.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.23985997,0.6028766,0.24266867,10.0,0.12,0.1666,7.4117646,0.0,0.0,0.0,-0.78780866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
389904,0.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,1.0,3.0,6.0,11.0,2.0,0.0,4.0,2.0,-0.84,-0.48051795,-0.26469123,0.0,0.67483145,0.20963173,0.6980528,0.18650639,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.56190157,0.7795129,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.40817901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
123258,1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,5.0,1.0,-0.39,-0.5774269,-0.81772906,0.66886425,0.6296959,0.1744233,0.5910961,0.25087243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045721855,-0.34710103,0.23469801,14.0,0.04,0.4583,5.9117646,5.0,0.0,0.0,-1.1149691,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152796,0.0,1.0,0.0,0.0,6.0,7.0,1.0,3.0,1.0,6.0,4.0,5.0,2.0,0.0,4.0,0.0,-0.39,-0.48051795,0.11728088,0.33842525,0.97812027,0.20558478,0.31154585,0.8840636,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,-0.3010768,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.2183642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134391,0.0,1.0,0.0,1.0,6.0,7.0,4.0,3.0,1.0,4.0,1.0,55.0,2.0,0.0,5.0,0.0,0.11,0.14671679,0.40786853,-0.62904006,0.88262004,0.1902064,0.053752627,0.6312524,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1124871,0.0,1.0,0.0,-0.0834,-13.264706,1.0,0.0,0.0,-0.2029321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349402,0.0,0.0,1.0,1.0,6.0,4.0,4.0,3.0,1.0,3.0,2.0,28.0,2.0,0.0,4.0,0.0,-0.34,-0.32356724,-0.6630976,0.9080774,0.08435393,0.42169163,-0.8402962,-0.48041877,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.32340187,-0.23496015,0.35310665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58410496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5
196937,0.0,0.0,1.0,1.0,6.0,7.0,4.0,1.0,1.0,6.0,2.0,5.0,2.0,0.0,4.0,2.0,0.21,0.2997661,0.21165338,0.5259688,0.43566808,-1.027924,0.73754454,1.0725087,-2.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1794761,0.23758116,0.0,25.8,0.08,0.1666,5.1764708,0.0,0.0,0.0,-1.1512346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
292484,0.0,0.0,1.0,0.0,6.0,1.0,4.0,2.0,1.0,6.0,5.0,5.0,2.0,0.0,4.0,2.0,0.11,0.49826232,0.82719123,0.20233692,0.37388194,-2.0817482,0.14114636,-0.45909268,-7.0,0.0,1.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.010058484,0.6654742,-1.7895384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.57098764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5
