SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,FLOORSMAX_AVG,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
231010,0.0,0.0,1.0,1.0,6.0,4.0,1.0,0.0,1.0,3.0,6.0,39.0,2.0,0.0,4.0,0.0,0.61,1.3871177,0.81947213,0.6380983,0.27576718,-0.39053014,-0.005850626,-0.5021326,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06711085,0.35209382,0.13024104,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.7191358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
383281,0.0,0.0,0.0,1.0,6.0,7.0,4.0,0.0,1.0,8.0,2.0,4.0,2.0,0.0,4.0,0.0,0.66,-0.42110276,-0.35707173,-0.68832076,-0.034126874,-0.544314,-0.30149007,-1.1256301,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.24559684,0.21072689,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-0.16280864,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
422418,0.0,0.0,1.0,0.0,6.0,7.0,4.0,2.0,1.0,8.0,6.0,24.0,2.0,0.0,4.0,1.0,0.36,-0.66965747,-0.49003986,0.73489845,0.101554975,0.10845812,0.7667977,-0.35362545,9.0,1.0,1.0,0.0,-1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11557915,-1.9314421,-2.0,0.0664,0.2358,-5.2058825,0.0,0.0,0.0,-1.6466049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291962,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,1.0,8.0,4.0,57.0,2.0,0.0,0.0,0.0,-0.29,-0.49430242,-0.39765936,0.66886425,-1.1956791,148.30312,-0.08282293,-0.6607212,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6335872,0.0,-15.8,0.0,0.0,-8.8529415,3.5,1.0,1.0,-0.13503087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194238,1.0,0.0,0.0,1.0,6.0,7.0,1.0,1.0,1.0,7.0,1.0,5.0,2.0,0.0,4.0,1.0,0.36,-0.20148705,-0.25747013,0.66886425,0.050364662,0.45487657,-0.05393546,-0.29546335,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36583745,0.57713866,-0.9449854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4189815,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
225485,0.0,0.0,0.0,0.0,6.0,7.0,4.0,1.0,1.0,8.0,5.0,5.0,2.0,0.0,4.0,0.0,-0.79,-0.18745196,-0.7686753,-0.65278447,0.523187,-0.06758397,0.5819545,0.78131056,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40566635,0.2585793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58256173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
218208,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,1.36,0.028036758,0.036354583,-0.011577424,-0.45919913,0.24241199,-0.14809397,0.24854594,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3230277,-0.17640026,-0.32835677,-16.8,0.0,0.0,0.9411765,0.0,0.0,0.0,-1.4930556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215274,1.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,1.0,8.0,1.0,57.0,2.0,0.0,4.0,2.0,1.26,-0.11794486,-0.13296813,-0.47403118,0.09742672,148.30312,-0.15010513,-0.49592865,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01314871,0.8200917,12.0,0.12,0.1666,6.647059,2.5,1.0,1.0,0.36419752,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
334181,0.0,1.0,1.0,0.0,6.0,7.0,4.0,3.0,1.0,8.0,3.0,7.0,2.0,0.0,4.0,0.0,0.06,-0.36857143,-0.3174801,0.5259688,0.77913857,0.4443545,-0.040588718,0.1880574,-7.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12284613,-0.9231527,13.0,0.12,0.1666,9.0,0.0,0.0,0.0,0.58410496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
344151,1.0,1.0,1.0,0.0,6.0,7.0,4.0,1.0,1.0,8.0,4.0,33.0,2.0,0.0,4.0,2.0,-0.39,-0.45211363,-0.6309761,0.9080774,0.50282097,-1.1274787,-0.28741202,-0.5761923,5.0,0.0,1.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.19312254,-0.17115313,-0.114862844,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.091821,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
359096,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,1.0,8.0,6.0,3.0,2.0,0.0,4.0,0.0,-0.64,0.49826232,0.18326694,-0.61746264,-0.32255402,-0.4532578,0.6287595,0.6343544,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.429404,0.08970646,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.8780864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
354926,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,2.0,14.0,6.0,42.0,2.0,0.0,5.0,0.0,-0.89,1.4480116,0.59736055,-0.49852604,-0.23379661,-0.2035613,-1.0223969,0.8735944,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846494,0.32963428,-24.8,0.0,-0.125,-18.441177,3.0,0.0,0.0,-0.6203704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
416764,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,1.0,14.0,2.0,42.0,2.0,0.0,4.0,1.0,0.16,0.77807856,0.13819721,-0.65278447,0.536535,0.23472278,-0.13895237,-0.14307871,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5745572,0.09782706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27314815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
345617,0.0,0.0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,8.0,0.0,57.0,2.0,0.0,4.0,0.0,-0.89,0.3477193,-0.2442729,0.33842525,-1.0789872,148.30312,-0.5382576,-0.14230321,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33860362,0.6961831,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.22762346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5
332653,0.0,0.0,1.0,0.0,6.0,7.0,4.0,1.0,1.0,8.0,2.0,5.0,2.0,0.0,4.0,1.0,0.86,-0.7642272,-0.8204681,0.6380983,0.15274529,-0.24403076,0.7655179,-0.39240015,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103019364,0.2079119,0.17863458,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-0.6242284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
219299,0.0,0.0,0.0,1.0,6.0,3.0,4.0,1.0,1.0,8.0,6.0,57.0,2.0,0.0,4.0,0.0,-0.44,-0.10959064,-0.37350598,-0.11995497,-0.65336454,148.30312,-1.6805924,0.4691741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7154063,-0.39363077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.27546296,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
259980,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,5.0,11.0,2.0,0.0,4.0,0.0,0.11,1.4143525,1.503486,0.0,-0.5163066,-0.24848239,-1.2631868,0.242342,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39998114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41358024,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304261,0.0,0.0,0.0,0.0,6.0,7.0,4.0,3.0,4.0,8.0,1.0,5.0,2.0,0.0,4.0,1.0,0.36,0.39166248,0.32768923,-0.23208447,0.36479977,-0.32335088,0.46494195,-0.3714618,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,-0.1523188,-0.62276983,-1.2891375,3.0,0.0,-0.1667,-19.5,0.0,0.0,0.0,-0.9205247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
304735,1.0,0.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,8.0,6.0,57.0,2.0,0.0,5.0,0.0,-0.14,-0.20148705,-0.25747013,2.8760252,-0.6740058,148.30312,-1.855197,0.6153548,-1.0,0.0,1.0,0.0,-1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6661021,-0.10664366,-14.8,0.0,0.0,-2.1764705,0.0,0.0,0.0,-1.6234568,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5
214550,0.0,0.0,0.0,1.0,5.0,7.0,4.0,0.0,1.0,1.0,4.0,5.0,2.0,0.0,4.0,0.0,-0.54,-0.3968421,-0.29083666,0.9080774,-0.36755195,0.09591258,0.3938203,0.49670416,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4322445,-0.024564493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2970679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
412029,0.0,0.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,0.0,5.0,1.0,1.61,3.8853967,3.001992,0.0,0.4521811,0.12747875,-0.023951001,-0.6114773,-6.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.22139928,0.5786143,0.6173735,-29.8,0.0,-0.0834,-7.2058825,0.5,1.0,1.0,0.20447531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.5
253152,1.0,0.0,1.0,1.0,6.0,7.0,4.0,1.0,1.0,8.0,4.0,5.0,2.0,0.0,4.0,2.0,-0.39,-0.619198,-0.8799801,2.8760252,0.2713637,0.33549172,-0.6018832,0.41217527,-6.0,1.0,1.0,0.0,-1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.17663565,0.5144533,-0.1641956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58410496,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
349809,0.0,1.0,0.0,1.0,6.0,4.0,4.0,3.0,1.0,3.0,5.0,31.0,2.0,0.0,4.0,0.0,0.61,0.23493734,0.2803785,-0.65278447,0.8328058,-0.25212464,0.80830055,0.5191935,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2657255,0.24373579,-0.31199077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1574074,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
277931,0.0,1.0,1.0,0.0,6.0,7.0,1.0,1.0,1.0,8.0,4.0,5.0,2.0,0.0,4.0,0.0,0.11,-0.10959064,-0.16807769,-0.5185721,0.36122197,-0.21489276,-0.4885273,-0.45754167,-2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,-0.002110218,0.73737967,-0.40176523,4.0,0.36,0.1666,62.02941,0.5,0.0,0.0,-0.46373457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139906,0.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,8.0,1.0,5.0,2.0,0.0,4.0,0.0,0.86,0.2162239,0.004233068,0.6380983,-0.5274529,-0.013354917,-0.47335222,0.42846066,13.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3039051,-0.2545976,0.0,0.0,0.0,0.0,0.5,1.0,0.0,-0.3402778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
450128,1.0,0.0,0.0,1.0,6.0,7.0,2.0,1.0,1.0,17.0,3.0,5.0,2.0,0.0,4.0,0.0,-1.14,-0.7027402,-1.004482,-0.23508602,1.0679785,0.012950223,0.79440534,1.246995,0.0,1.0,1.0,0.0,0.0,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.12856863,-0.6726129,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3888889,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284610,0.0,0.0,1.0,0.0,6.0,7.0,4.0,5.0,1.0,10.0,1.0,42.0,2.0,0.0,4.0,0.0,2.36,-0.029724311,0.63247013,-0.23508602,-0.39700013,-0.23917443,-0.5461194,0.41488948,-8.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23946454,0.0,8.0,0.08,0.2916,1.8529412,0.5,0.0,0.0,-0.38040122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342506,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,1.0,11.0,0.0,30.0,2.0,0.0,5.0,3.0,0.61,1.287335,0.5430777,0.73489845,0.3486996,-0.98057467,0.73919004,1.243893,0.0,0.0,1.0,0.0,-1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10921592,0.68202204,6.0,0.36,0.2083,48.82353,1.0,0.0,0.0,0.58410496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
304068,0.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,4.0,0.0,5.0,2.0,0.0,4.0,2.0,1.86,0.40148705,1.8197211,-0.47403118,0.5661208,-0.37272358,0.08008045,-0.277627,5.0,0.0,0.0,0.0,0.0,-0.75,0.0,1.0,1.0,0.0,1.0,1.0,-0.29482606,-0.013626215,-0.09020974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58410496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158396,1.0,1.0,1.0,1.0,6.0,7.0,4.0,1.0,1.0,4.0,5.0,20.0,2.0,0.0,4.0,0.0,-0.39,-0.45211363,-0.6309761,-0.3830734,-0.17531306,-2.654391,-0.7518055,1.0701822,-2.0,1.0,1.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.28878748,0.43618447,1.4805413,9.0,0.0532,0.0554,-0.9411765,0.0,0.0,0.0,0.58410496,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443323,0.0,0.0,1.0,1.0,6.0,1.0,4.0,3.0,1.0,0.0,6.0,5.0,2.0,0.0,6.0,0.0,3.36,-0.019055974,1.7786355,-0.6550356,0.5000688,0.42169163,0.6018832,1.0713454,4.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.20268576,-0.13919431,0.85992223,-14.8,0.0,-0.1667,-19.617647,1.5,2.0,2.0,0.010030864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
140012,1.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,1.0,8.0,6.0,50.0,2.0,0.0,5.0,1.0,0.11,-0.20148705,-0.25747013,1.4670097,0.7443237,0.04977742,-0.013529573,0.2524234,0.0,0.0,0.0,0.0,-1.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,-0.362857,0.33091068,0.0,13.0,0.08,0.1666,9.3529415,0.0,0.0,0.0,0.5462963,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285216,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,8.0,5.0,11.0,2.0,0.0,4.0,1.0,-0.79,0.6744361,0.6847609,-0.4941845,0.096463464,-0.86240387,-0.7600329,-0.48856145,-1.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9060757,1.2145609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55941355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
379234,0.0,0.0,0.0,1.0,6.0,7.0,4.0,0.0,1.0,0.0,6.0,42.0,2.0,0.0,4.0,1.0,-0.39,0.5478864,0.072709166,-0.044004932,0.11063713,-0.4103602,-0.73279095,-0.28732067,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.06747399,-0.028802909,0.040854767,8.0,0.04,0.1666,-7.2058825,0.0,0.0,0.0,-0.2029321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
223420,0.0,0.0,0.0,1.0,1.0,7.0,4.0,1.0,1.0,11.0,4.0,30.0,2.0,0.0,4.0,1.0,0.11,-0.34624895,0.058764942,-0.47403118,0.32544377,0.1388102,0.028704634,-0.16052733,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0993019,0.63925743,0.52893937,2.0,0.24,0.1666,55.117645,0.0,0.0,0.0,-0.7222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
252090,0.0,0.0,0.0,1.0,6.0,3.0,4.0,1.0,1.0,8.0,5.0,57.0,2.0,0.0,5.0,0.0,1.06,0.70802003,0.07694223,-0.47263762,-0.67648274,148.30312,0.80244994,-0.34199303,0.0,0.0,0.0,0.0,0.0,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8730212,0.24266867,10.0,0.0,0.0,-1.2941177,0.0,0.0,0.0,0.2523148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
163443,0.0,0.0,0.0,1.0,6.0,3.0,4.0,1.0,1.0,8.0,0.0,57.0,2.0,0.0,4.0,0.0,-1.015,-0.76329154,-1.0545319,0.33842525,-1.1980184,148.30312,-0.19563031,-0.2877084,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5648782,0.60280734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06712963,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
